39.0	1211.0	45.86286
3.0	1505.0	1.0713
51.0	1392.0	60.30792
91.0	1422.0	109.45572
87.0	1585.0	104.2521
16.0	1425.0	17.2005
1.0	1239.0	-0.92586
14.0	1239.0	15.06414
9.0	1401.0	8.63226
96.0	1546.0	115.38996
41.0	1292.0	48.18192
5.0	1419.0	3.68094
3.0	1317.0	1.39842
81.0	1498.0	97.02348
68.0	1406.0	81.19356
76.0	1258.0	91.29108
5.0	1435.0	3.6531
92.0	1485.0	110.5761
96.0	1337.0	115.75362
62.0	1414.0	73.79964
76.0	1210.0	91.3746
18.0	1374.0	19.74924
77.0	1580.0	91.9608
16.0	1431.0	17.19006
70.0	1409.0	83.64834
4.0	1223.0	2.79198
8.0	1415.0	7.3779
26.0	1463.0	29.43438
96.0	1341.0	115.74666
86.0	1346.0	103.43796
51.0	1334.0	60.40884
70.0	1421.0	83.62746
23.0	1214.0	26.17764
64.0	1433.0	76.22658
21.0	1326.0	23.52276
65.0	1586.0	77.19036
26.0	1536.0	29.30736
14.0	1360.0	14.8536
1.0	1552.0	-1.47048
89.0	1522.0	106.82172
4.0	1538.0	2.24388
15.0	1267.0	16.24542
87.0	1374.0	104.61924
61.0	1329.0	72.71754
69.0	1419.0	82.40094
35.0	1293.0	40.80018
24.0	1208.0	27.41808
0.0	1274.0	-2.21676
51.0	1492.0	60.13392
45.0	1501.0	52.73826
91.0	1333.0	109.61058
70.0	1257.0	83.91282
29.0	1244.0	33.50544
21.0	1216.0	23.71416
15.0	1440.0	15.9444
41.0	1568.0	47.70168
0.0	1472.0	-2.56128
98.0	1259.0	118.34934
91.0	1480.0	109.3548
8.0	1415.0	7.3779
67.0	1527.0	79.75302
52.0	1220.0	61.8372
41.0	1578.0	47.68428
55.0	1302.0	65.38452
19.0	1420.0	20.8992
39.0	1409.0	45.51834
36.0	1283.0	42.04758
77.0	1203.0	92.61678
0.0	1511.0	-2.62914
7.0	1326.0	6.30276
38.0	1511.0	44.11086
37.0	1275.0	43.2915
88.0	1521.0	105.59346
62.0	1436.0	73.76136
10.0	1243.0	10.13718
31.0	1326.0	35.82276
63.0	1546.0	74.79996
35.0	1417.0	40.58442
94.0	1562.0	112.90212
54.0	1308.0	64.14408
82.0	1367.0	98.48142
63.0	1413.0	75.03138
88.0	1530.0	105.5778
67.0	1480.0	79.8348
50.0	1564.0	58.77864
78.0	1469.0	93.38394
89.0	1386.0	107.05836
85.0	1519.0	101.90694
19.0	1370.0	20.9862
51.0	1300.0	60.468
69.0	1503.0	82.25478
31.0	1302.0	35.86452
35.0	1437.0	40.54962
7.0	1575.0	5.8695
93.0	1498.0	111.78348
24.0	1233.0	27.37458
68.0	1459.0	81.10134
19.0	1206.0	21.27156
55.0	1593.0	64.87818
81.0	1404.0	97.18704
79.0	1211.0	95.06286
